loss,mean_accuracy,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id
0.4746362268924713,0.8591772317886353,7.963308811187744,False,,,1,af09e0d20b8b48ee9bd737e375f849cb,2021-05-23_22-02-39,1621800159,7.963308811187744,44101,Timos-MacBook-Pro-2.local,192.168.2.103,7.963308811187744,0,1,3e4f9_00006
0.37579548358917236,0.8949762582778931,7.984626054763794,False,,,2,af09e0d20b8b48ee9bd737e375f849cb,2021-05-23_22-02-47,1621800167,15.947934865951538,44101,Timos-MacBook-Pro-2.local,192.168.2.103,15.947934865951538,0,2,3e4f9_00006
0.42065921425819397,0.8931962251663208,7.877099990844727,False,,,3,af09e0d20b8b48ee9bd737e375f849cb,2021-05-23_22-02-55,1621800175,23.825034856796265,44101,Timos-MacBook-Pro-2.local,192.168.2.103,23.825034856796265,0,3,3e4f9_00006
0.398735910654068,0.9054588675498962,7.927199125289917,False,,,4,af09e0d20b8b48ee9bd737e375f849cb,2021-05-23_22-03-03,1621800183,31.75223398208618,44101,Timos-MacBook-Pro-2.local,192.168.2.103,31.75223398208618,0,4,3e4f9_00006
0.3961188495159149,0.9060522317886353,8.273995876312256,False,,,5,af09e0d20b8b48ee9bd737e375f849cb,2021-05-23_22-03-11,1621800191,40.02622985839844,44101,Timos-MacBook-Pro-2.local,192.168.2.103,40.02622985839844,0,5,3e4f9_00006
0.43445539474487305,0.906843364238739,8.279952049255371,False,,,6,af09e0d20b8b48ee9bd737e375f849cb,2021-05-23_22-03-19,1621800199,48.30618190765381,44101,Timos-MacBook-Pro-2.local,192.168.2.103,48.30618190765381,0,6,3e4f9_00006
0.3734918534755707,0.9098101258277893,8.172913789749146,False,,,7,af09e0d20b8b48ee9bd737e375f849cb,2021-05-23_22-03-27,1621800207,56.479095697402954,44101,Timos-MacBook-Pro-2.local,192.168.2.103,56.479095697402954,0,7,3e4f9_00006
0.43422311544418335,0.9076344966888428,8.345001220703125,False,,,8,af09e0d20b8b48ee9bd737e375f849cb,2021-05-23_22-03-36,1621800216,64.82409691810608,44101,Timos-MacBook-Pro-2.local,192.168.2.103,64.82409691810608,0,8,3e4f9_00006
0.4111846685409546,0.9117879867553711,8.243228912353516,False,,,9,af09e0d20b8b48ee9bd737e375f849cb,2021-05-23_22-03-44,1621800224,73.0673258304596,44101,Timos-MacBook-Pro-2.local,192.168.2.103,73.0673258304596,0,9,3e4f9_00006
0.4511010944843292,0.9127768874168396,8.222656965255737,False,,,10,af09e0d20b8b48ee9bd737e375f849cb,2021-05-23_22-03-52,1621800232,81.28998279571533,44101,Timos-MacBook-Pro-2.local,192.168.2.103,81.28998279571533,0,10,3e4f9_00006
