loss,mean_accuracy,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id
1.5235140323638916,0.4970332384109497,8.2083420753479,False,,,1,e62db9a810bf4a169d189d4d25f27068,2021-05-23_22-01-18,1621800078,8.2083420753479,44095,Timos-MacBook-Pro-2.local,192.168.2.103,8.2083420753479,0,1,3e4f9_00004
1.4414643049240112,0.5183939933776855,8.35811996459961,False,,,2,e62db9a810bf4a169d189d4d25f27068,2021-05-23_22-01-26,1621800086,16.56646203994751,44095,Timos-MacBook-Pro-2.local,192.168.2.103,16.56646203994751,0,2,3e4f9_00004
1.6006476879119873,0.4551028609275818,7.651702880859375,False,,,3,e62db9a810bf4a169d189d4d25f27068,2021-05-23_22-01-34,1621800094,24.218164920806885,44095,Timos-MacBook-Pro-2.local,192.168.2.103,24.218164920806885,0,3,3e4f9_00004
1.6048200130462646,0.39695411920547485,8.571129083633423,False,,,4,e62db9a810bf4a169d189d4d25f27068,2021-05-23_22-01-42,1621800102,32.78929400444031,44095,Timos-MacBook-Pro-2.local,192.168.2.103,32.78929400444031,0,4,3e4f9_00004
1.664976716041565,0.42563292384147644,7.8430869579315186,False,,,5,e62db9a810bf4a169d189d4d25f27068,2021-05-23_22-01-50,1621800110,40.632380962371826,44095,Timos-MacBook-Pro-2.local,192.168.2.103,40.632380962371826,0,5,3e4f9_00004
1.7766014337539673,0.3140822649002075,7.808984994888306,False,,,6,e62db9a810bf4a169d189d4d25f27068,2021-05-23_22-01-58,1621800118,48.44136595726013,44095,Timos-MacBook-Pro-2.local,192.168.2.103,48.44136595726013,0,6,3e4f9_00004
1.8624927997589111,0.28955695033073425,8.021123170852661,False,,,7,e62db9a810bf4a169d189d4d25f27068,2021-05-23_22-02-06,1621800126,56.46248912811279,44095,Timos-MacBook-Pro-2.local,192.168.2.103,56.46248912811279,0,7,3e4f9_00004
2.0826926231384277,0.17207278311252594,8.080708742141724,False,,,8,e62db9a810bf4a169d189d4d25f27068,2021-05-23_22-02-14,1621800134,64.54319787025452,44095,Timos-MacBook-Pro-2.local,192.168.2.103,64.54319787025452,0,8,3e4f9_00004
2.1433510780334473,0.15842562913894653,7.881989240646362,False,,,9,e62db9a810bf4a169d189d4d25f27068,2021-05-23_22-02-22,1621800142,72.42518711090088,44095,Timos-MacBook-Pro-2.local,192.168.2.103,72.42518711090088,0,9,3e4f9_00004
2.0681071281433105,0.16693037748336792,7.798784971237183,False,,,10,e62db9a810bf4a169d189d4d25f27068,2021-05-23_22-02-30,1621800150,80.22397208213806,44095,Timos-MacBook-Pro-2.local,192.168.2.103,80.22397208213806,0,10,3e4f9_00004
